emp_no,title,salary
200262,Staff,68836
200264,Engineer,40403
200266,Senior Staff,90753
200274,Senior Staff,50639
200275,Senior Staff,51641
200281,Senior Staff,93873
200282,Engineer,40000
200287,Senior Staff,84644
200289,Senior Staff,55063
200295,Senior Staff,65708
200306,Engineer,48619
200309,Engineer,43764
200311,Engineer,49616
200316,Engineer,47093
200317,Engineer,47715
200319,Senior Engineer,52110
200323,Engineer,52954
200324,Senior Engineer,40593
200329,Senior Staff,74003
200331,Staff,40000
200332,Engineer,86090
200333,Engineer,40000
200334,Senior Engineer,58014
200337,Engineer,58452
200342,Senior Staff,40000
200348,Engineer,56392
200352,Engineer,44625
200353,Senior Staff,67528
200355,Engineer,49312
200357,Senior Staff,48376
200362,Assistant Engineer,40000
200364,Senior Staff,60472
200365,Engineer,62371
200368,Technique Leader,41836
200370,Engineer,51011
200371,Engineer,40000
200373,Engineer,40000
200380,Engineer,40000
200382,Senior Staff,90953
200385,Assistant Engineer,54923
200386,Engineer,64194
200388,Technique Leader,67348
200394,Senior Staff,78986
200396,Senior Staff,40000
200399,Engineer,40000
200400,Senior Staff,52654
200407,Engineer,40000
200409,Staff,40000
200411,Senior Staff,40000
200413,Senior Staff,40000
200414,Engineer,67316
200417,Technique Leader,45577
200418,Assistant Engineer,45511
200423,Senior Staff,40000
200424,Engineer,40000
200433,Senior Staff,74513
200434,Assistant Engineer,43852
200435,Senior Staff,52255
200443,Senior Staff,49111
200454,Engineer,54836
200455,Senior Staff,69170
200457,Engineer,40000
200458,Senior Staff,40000
200460,Engineer,52647
200463,Staff,47134
200464,Senior Staff,75187
200473,Senior Staff,55170
200475,Engineer,62155
200476,Engineer,43907
200477,Engineer,47190
200479,Staff,62199
200486,Senior Staff,40000
200491,Engineer,75846
200492,Staff,40000
200493,Engineer,50666
200496,Staff,70873
200499,Senior Staff,78425
200503,Senior Staff,40000
200504,Engineer,42192
200511,Staff,70017
200512,Senior Staff,40000
200514,Engineer,55446
200516,Senior Engineer,41896
200517,Senior Engineer,40000
200518,Engineer,40000
200526,Engineer,40000
200535,Senior Staff,58141
200536,Senior Staff,42818
200538,Senior Staff,56625
200543,Senior Staff,83436
200547,Senior Staff,40000
200551,Engineer,55155
200553,Engineer,40000
200556,Engineer,40000
200558,Staff,62042
200561,Engineer,40000
200563,Staff,57491
200564,Senior Staff,47183
200565,Engineer,40000
200574,Assistant Engineer,47313
200575,Senior Staff,52133
200576,Staff,40000
200586,Engineer,74919
200590,Senior Staff,72488
200591,Engineer,65881
200592,Senior Staff,40000
200593,Staff,40000
200596,Engineer,51118
200597,Senior Engineer,42677
200598,Senior Engineer,52474
200600,Senior Staff,47864
200601,Senior Staff,56423
200605,Staff,59136
200612,Senior Staff,74722
200618,Staff,89477
200629,Technique Leader,40000
200632,Senior Staff,91697
200636,Engineer,54283
200639,Engineer,40000
200645,Staff,41267
200653,Technique Leader,61138
200655,Engineer,44168
200657,Technique Leader,54836
200658,Senior Staff,67624
200666,Senior Staff,40000
200681,Senior Engineer,55154
200684,Senior Staff,57248
200687,Senior Engineer,40000
200695,Engineer,40000
200697,Senior Staff,40000
200700,Senior Staff,40000
200702,Engineer,42004
200714,Senior Staff,42644
200715,Senior Staff,71476
200716,Engineer,40000
200720,Staff,40000
200722,Senior Staff,63586
200724,Engineer,51165
200725,Engineer,66802
200727,Engineer,70206
200729,Staff,98929
200731,Engineer,40000
200738,Senior Engineer,44296
200740,Engineer,40000
200743,Senior Staff,79979
200746,Staff,71673
200747,Senior Staff,40000
200749,Senior Engineer,68283
200750,Senior Staff,74181
200752,Engineer,58289
200754,Technique Leader,58951
200757,Engineer,40000
200761,Senior Staff,49725
200768,Senior Staff,64946
200776,Senior Staff,54093
200780,Senior Staff,65728
200783,Engineer,45057
200785,Staff,54217
200790,Senior Staff,71704
200792,Engineer,65002
200794,Staff,50084
200797,Engineer,65682
200798,Engineer,76330
200801,Senior Staff,40000
200802,Senior Staff,50120
200804,Senior Engineer,40000
200805,Engineer,59450
200809,Senior Staff,54821
200813,Senior Engineer,40000
200814,Senior Staff,45791
200815,Senior Staff,64754
200820,Staff,92612
200823,Staff,41010
200828,Senior Staff,40000
200831,Staff,40000
200834,Senior Staff,58998
200842,Staff,40000
200848,Engineer,40000
200849,Senior Engineer,40000
200850,Senior Staff,56858
200852,Senior Staff,67962
200853,Engineer,44044
200854,Senior Engineer,72361
200855,Senior Staff,79375
200859,Staff,73993
200860,Staff,56700
200863,Staff,56373
200864,Staff,46632
200870,Senior Engineer,67678
200872,Senior Staff,78841
200875,Staff,40000
200880,Senior Staff,48873
200889,Engineer,47081
200890,Assistant Engineer,40000
200891,Assistant Engineer,63436
200898,Senior Staff,66396
200899,Senior Staff,40000
200904,Staff,50529
200906,Senior Engineer,59829
200909,Senior Staff,76993
200914,Engineer,40000
200918,Technique Leader,48194
200923,Engineer,40000
200926,Senior Staff,73280
200931,Senior Staff,78132
200935,Senior Staff,67214
200943,Senior Engineer,40000
200949,Senior Engineer,40000
200951,Senior Staff,55456
200952,Senior Engineer,40000
200953,Engineer,40000
200954,Senior Staff,40000
200956,Senior Staff,87972
200958,Staff,62480
200959,Engineer,40000
200962,Senior Staff,40000
200965,Staff,64813
200967,Technique Leader,75362
200971,Senior Staff,60538
200980,Technique Leader,40000
200984,Senior Staff,40000
200985,Senior Staff,76045
200987,Senior Engineer,44346
200995,Staff,47734
200997,Senior Engineer,40000
200998,Staff,45738
200999,Engineer,40000
201003,Engineer,57072
201007,Senior Staff,83280
201014,Senior Staff,54629
201015,Staff,62622
201019,Engineer,57623
201022,Technique Leader,48645
201023,Staff,41175
201034,Senior Staff,40000
201039,Senior Engineer,52859
201045,Senior Staff,70628
201051,Senior Staff,87808
201058,Engineer,50191
201068,Technique Leader,50647
201070,Staff,52583
201073,Senior Staff,61817
201075,Staff,40000
201083,Staff,44833
201085,Staff,40160
201089,Senior Engineer,48618
201091,Senior Staff,73938
201092,Senior Engineer,40000
201094,Engineer,52093
201098,Engineer,40000
201100,Engineer,40000
201104,Engineer,44530
201109,Senior Staff,93983
201110,Senior Staff,59786
201111,Senior Staff,48926
201120,Engineer,40000
201122,Technique Leader,61830
201123,Staff,59296
201124,Engineer,40000
201125,Engineer,46997
201126,Engineer,59330
201127,Senior Staff,58428
201131,Engineer,40000
201132,Senior Staff,75406
201133,Senior Staff,40000
201134,Senior Engineer,60814
201135,Senior Staff,49387
201141,Senior Staff,69788
201147,Engineer,40000
201148,Assistant Engineer,40021
201150,Assistant Engineer,69972
201153,Engineer,53567
201154,Senior Staff,97122
201156,Senior Engineer,40000
201157,Staff,46156
201162,Engineer,50206
201163,Engineer,40000
201165,Senior Staff,86612
201168,Staff,42744
201169,Senior Staff,44785
201171,Engineer,40000
201173,Senior Engineer,40000
201176,Senior Staff,63162
201178,Senior Staff,60543
201190,Technique Leader,52202
201191,Staff,69716
201192,Engineer,40000
201194,Senior Staff,63476
201195,Senior Staff,78183
201201,Senior Staff,40000
201205,Engineer,40000
201209,Senior Staff,84669
201212,Senior Staff,40000
201213,Engineer,40000
201217,Staff,55156
201224,Engineer,40000
201225,Senior Staff,93191
201226,Engineer,40000
201228,Senior Staff,87250
201231,Engineer,40000
201238,Senior Staff,40000
201246,Senior Engineer,40000
201248,Senior Staff,47105
201250,Engineer,57110
201252,Senior Staff,40000
201256,Engineer,56409
201259,Engineer,46217
201264,Engineer,58789
201265,Senior Staff,75702
201266,Senior Staff,74676
201269,Engineer,47634
201272,Engineer,40000
201276,Senior Staff,59254
201277,Senior Staff,51857
201278,Engineer,58097
201280,Senior Engineer,55245
201283,Senior Staff,40000
201285,Senior Staff,40000
201286,Engineer,51638
201287,Senior Staff,50143
201293,Senior Staff,40000
201297,Staff,67352
201298,Staff,43950
201300,Engineer,58173
201303,Technique Leader,47144
201305,Engineer,49466
201306,Senior Staff,53219
201309,Staff,63322
201310,Staff,57045
201313,Engineer,74327
201320,Staff,58507
201324,Senior Engineer,80344
201326,Technique Leader,48676
201327,Senior Staff,40000
201328,Staff,78430
201331,Senior Staff,50143
201333,Senior Engineer,47424
201342,Senior Engineer,41467
201346,Engineer,40000
201348,Engineer,75576
201351,Senior Staff,40562
201352,Engineer,59135
201355,Assistant Engineer,45933
201358,Senior Staff,87898
201362,Senior Staff,86354
201366,Technique Leader,40000
201368,Engineer,42659
201372,Senior Staff,76821
201374,Engineer,53659
201378,Engineer,40000
201379,Technique Leader,46684
201381,Assistant Engineer,41329
201383,Engineer,55929
201384,Engineer,40000
201385,Senior Engineer,53325
201392,Engineer,71368
201399,Engineer,40000
201400,Technique Leader,40000
201406,Senior Engineer,42887
201410,Technique Leader,46676
201412,Senior Staff,89494
201418,Senior Staff,59234
201423,Engineer,53903
201424,Assistant Engineer,40000
201426,Senior Staff,40000
201429,Engineer,57495
201430,Engineer,40000
201433,Senior Staff,56043
201435,Staff,40000
201436,Senior Engineer,51793
201442,Assistant Engineer,40000
201444,Engineer,44157
201453,Engineer,58347
201454,Senior Staff,69361
201456,Engineer,57111
201462,Senior Staff,54790
201465,Engineer,56714
201466,Staff,40000
201478,Engineer,52317
201479,Engineer,77604
201480,Senior Staff,68523
201487,Senior Staff,66203
201489,Engineer,40000
201490,Senior Staff,40000
201492,Senior Staff,40000
201496,Assistant Engineer,55844
201499,Senior Engineer,57232
201507,Senior Staff,40000
201517,Senior Staff,74190
201523,Senior Engineer,40000
201524,Engineer,44027
201525,Engineer,40000
201527,Senior Staff,48160
201531,Senior Staff,53548
201533,Senior Staff,76504
201536,Engineer,60918
201537,Senior Staff,50556
201541,Engineer,44233
201542,Senior Staff,107359
201544,Staff,91768
201547,Senior Staff,64402
201549,Staff,48157
201556,Senior Staff,40000
201557,Senior Staff,62763
201559,Engineer,45561
201560,Senior Staff,40000
201563,Senior Staff,52848
201564,Senior Engineer,40000
201568,Senior Staff,66723
201573,Engineer,50948
201574,Engineer,40000
201576,Staff,40421
201583,Senior Staff,40000
201588,Engineer,52367
201592,Engineer,61577
201597,Staff,63853
201600,Senior Engineer,40000
201603,Senior Engineer,40000
201613,Senior Engineer,40000
201614,Senior Staff,51992
201618,Senior Staff,40000
201621,Senior Staff,86896
201622,Staff,40000
201625,Engineer,40000
201628,Engineer,41834
201632,Staff,96701
201633,Senior Staff,52698
201635,Staff,57416
201641,Engineer,40000
201643,Technique Leader,49416
201645,Senior Staff,78999
201650,Technique Leader,40000
201651,Senior Engineer,40000
201657,Senior Engineer,40000
201658,Engineer,56241
201662,Engineer,67451
201665,Senior Staff,47299
201670,Engineer,51105
201671,Assistant Engineer,40000
201672,Staff,42339
201678,Engineer,40000
201681,Engineer,53917
201685,Engineer,60056
201686,Engineer,40000
201688,Engineer,46265
201690,Engineer,40000
201692,Staff,69132
201693,Staff,40000
201695,Engineer,40000
201698,Technique Leader,49818
201699,Staff,58150
201700,Engineer,45584
201701,Engineer,40346
201703,Senior Engineer,54946
201714,Senior Engineer,40000
201717,Assistant Engineer,73451
201720,Senior Staff,47879
201724,Engineer,65191
201725,Engineer,40428
201729,Engineer,40000
201731,Senior Staff,75583
201733,Engineer,40000
201736,Senior Staff,81038
201742,Senior Staff,71622
201750,Senior Engineer,40000
201756,Staff,47194
201759,Senior Engineer,43857
201760,Staff,70927
201761,Engineer,40000
201765,Assistant Engineer,50504
201770,Senior Staff,66998
201773,Engineer,44729
201775,Senior Staff,40000
201777,Senior Staff,73596
201778,Engineer,40000
201780,Staff,45716
201782,Senior Engineer,45207
201785,Engineer,40000
201789,Engineer,47080
201794,Engineer,40000
201796,Engineer,59063
201803,Senior Staff,63118
201804,Engineer,40000
201810,Assistant Engineer,58502
201814,Senior Staff,52922
201815,Engineer,46708
201819,Senior Staff,40000
201821,Senior Engineer,40000
201829,Senior Staff,46058
201837,Technique Leader,42479
201840,Staff,52777
201845,Staff,98004
201848,Senior Staff,72206
201854,Senior Engineer,47132
201857,Senior Engineer,40000
201860,Senior Engineer,69878
201863,Assistant Engineer,68459
201867,Senior Staff,83927
201869,Senior Staff,41092
201878,Staff,66841
201879,Senior Staff,51698
201884,Engineer,40000
201887,Engineer,40000
201890,Engineer,57095
201891,Senior Staff,44256
201892,Senior Engineer,40000
201896,Engineer,66598
201901,Staff,43906
201904,Senior Staff,50620
201907,Engineer,40000
201911,Senior Staff,65051
201914,Senior Staff,40000
201916,Engineer,40000
201917,Engineer,55961
201921,Engineer,40000
201923,Senior Staff,40000
201926,Senior Engineer,40000
201931,Technique Leader,40000
201932,Engineer,40000
201933,Staff,79754
201936,Senior Staff,60784
201939,Technique Leader,40000
201943,Senior Staff,59402
201944,Engineer,40000
201948,Engineer,40782
201950,Senior Engineer,40000
201953,Senior Engineer,40000
201956,Engineer,47312
201957,Engineer,44985
201958,Senior Engineer,56109
201959,Engineer,40000
201964,Engineer,43436
201974,Senior Engineer,63134
201976,Engineer,40000
201979,Senior Staff,83651
201981,Senior Staff,78778
201983,Senior Staff,54957
201985,Senior Engineer,65948
201988,Engineer,57366
201989,Senior Staff,62505
201992,Senior Staff,40000
201993,Staff,61431
201996,Senior Staff,43050
201997,Senior Staff,54263
201998,Engineer,40000
202000,Senior Engineer,52343
202001,Engineer,67609
202003,Senior Staff,57146
202004,Senior Staff,49065
202005,Engineer,40000
202006,Assistant Engineer,49739
202013,Senior Staff,43291
202014,Senior Staff,61680
202019,Senior Staff,55270
202023,Engineer,64489
202026,Senior Staff,40000
202027,Senior Staff,69583
202033,Engineer,40000
202035,Senior Engineer,52711
202036,Staff,76178
202037,Senior Staff,57963
202038,Engineer,46042
202039,Senior Engineer,55944
202042,Senior Staff,73669
202053,Engineer,40000
202054,Senior Staff,57523
202056,Engineer,40000
202059,Senior Staff,40000
202060,Senior Staff,53292
202063,Staff,54353
202067,Senior Engineer,50276
202071,Engineer,40000
202075,Staff,40000
202076,Senior Engineer,53925
202078,Assistant Engineer,40000
202081,Senior Staff,40000
202083,Senior Staff,40000
202084,Engineer,51082
202085,Senior Staff,40000
202091,Staff,40000
202093,Staff,50239
202095,Senior Staff,40000
202096,Senior Staff,78213
202097,Senior Staff,40000
202102,Engineer,47331
202103,Senior Staff,95230
202105,Engineer,49047
202111,Senior Staff,40000
202119,Senior Staff,57403
202120,Engineer,72544
202126,Engineer,73898
202129,Senior Staff,92251
202134,Engineer,40000
202142,Engineer,61522
202144,Senior Engineer,40000
202145,Assistant Engineer,40000
202149,Senior Staff,86001
202153,Senior Staff,63926
202154,Assistant Engineer,67732
202155,Staff,71548
202156,Assistant Engineer,64124
202161,Engineer,50799
202163,Senior Staff,42545
202165,Senior Staff,72191
202168,Engineer,40000
202173,Senior Staff,40000
202175,Technique Leader,54832
202179,Assistant Engineer,40000
202181,Staff,56834
202182,Assistant Engineer,75728
202184,Engineer,57594
202185,Technique Leader,43836
202189,Senior Engineer,50939
202190,Engineer,41116
202193,Senior Engineer,41986
202194,Engineer,46981
202210,Engineer,50211
202211,Engineer,53954
202213,Engineer,40000
202222,Technique Leader,40000
202223,Senior Staff,82928
202232,Engineer,40000
202234,Senior Staff,72330
202236,Senior Staff,40000
202243,Senior Staff,60253
202246,Engineer,40000
202257,Engineer,51345
202265,Staff,40092
202268,Senior Staff,40000
202271,Staff,71249
202276,Senior Engineer,40000
202281,Assistant Engineer,40000
202288,Assistant Engineer,41795
202289,Engineer,66975
202296,Senior Staff,45347
202297,Engineer,40473
202301,Senior Engineer,40000
202304,Engineer,42516
202309,Senior Staff,45539
202310,Senior Staff,79767
202315,Senior Staff,73130
202316,Staff,40000
202320,Technique Leader,53380
202328,Engineer,40000
202329,Staff,48472
202331,Senior Staff,40000
202335,Technique Leader,71925
202336,Senior Staff,46685
202337,Engineer,40956
202339,Senior Staff,71658
202353,Engineer,40000
202355,Staff,60789
202357,Engineer,43525
202358,Engineer,40000
202360,Senior Staff,48372
202362,Senior Engineer,57141
202364,Engineer,40000
202367,Engineer,40000
202369,Senior Staff,78306
202370,Engineer,50515
202372,Senior Staff,58626
202375,Assistant Engineer,45256
202377,Senior Staff,40000
202378,Engineer,40000
202379,Assistant Engineer,40000
202385,Senior Staff,97643
202386,Senior Staff,86296
202393,Engineer,40000
202397,Senior Staff,40327
202407,Senior Staff,40000
202409,Senior Staff,41696
202415,Senior Engineer,51089
202416,Staff,40000
202417,Engineer,61675
202418,Senior Staff,55459
202420,Engineer,44208
202423,Senior Staff,65110
202427,Technique Leader,40000
202431,Engineer,40000
202432,Assistant Engineer,56095
202433,Engineer,71691
